Longitude,Latitude,Plot,TFamily,Parent1,Parent2,Line,Genotype,Rep,SC,SC_logT,SC_sqrtT,DT,DT_logT,DT_sqrtT,DPS,DPS_logT,DPS_sqrtT,15NT1,15NT1_logT,15NT1_sqrtT,15NT2,15NT2_logT,15NT2_sqrtT,15NT3,15NT3_logT,15NT3_sqrtT,AR,AR_logT,AR_sqrtT,PDM,PDM_logT,PDM_sqrtT,PTN_percent,PTN_percent_logT,PTN_percent_sqrtT,PTN,PTN_logT,PTN_sqrtT,GDM,GDM_logT,GDM_sqrtT,GTN_percent,GTN_percent_logT,GTN_percent_sqrtT,GTN,GTN_logT,GTN_sqrtT
19,12,19.12,TD,T,D,D 112,28_03:486613,2,15,1.204119983,3.937003937,80,1.908485019,8.972179222,80,1.908485019,8.972179222,86.04,1.939718882,9.302687784,89.99,1.958993665,9.512623192,92.7,1.971739591,9.654014709,1.67,0.426511261,1.473091986,170.83,2.23509899,13.08930861,0.72,0.235528447,1.104536102,1.229976,0.348300189,1.31528552,46.5,1.67669361,6.8556546,1.67,0.426511261,1.473091986,0.77655,0.249577435,1.129845122
28,3,28.03,TD,T,D,D 112,28_03:486613,1,13,1.146128036,3.674234614,80,1.908485019,8.972179222,80,1.908485019,8.972179222,70.82,1.856245401,8.445116932,64.62,1.817036226,8.069696401,64.91,1.818951312,8.087644898,2,0.477121255,1.58113883,147.33,2.171228997,12.1585361,1.49,0.396199347,1.410673598,2.195217,0.504500358,1.641711607,23.7,1.392696953,4.91934955,2.31,0.519827994,1.676305461,0.54747,0.189622238,1.023459818
16,7,16.07,TD,T,D,D 113,42_01:486681,2,15,1.204119983,3.937003937,80,1.908485019,8.972179222,80,1.908485019,8.972179222,124,2.096910013,11.1579568,113.41,2.058463986,10.67286278,117.58,2.074011446,10.86646217,1,0.301029996,1.224744871,150.83,2.181357592,12.30162591,0.63,0.212187604,1.063014581,0.950229,0.29008561,1.204254541,72.3,1.865103975,8.532291603,1.53,0.403120521,1.424780685,1.10619,0.323497546,1.267355514
42,1,42.01,TD,T,D,D 113,42_01:486681,1,13,1.146128036,3.674234614,73,1.86923172,8.5732141,73,1.86923172,8.5732141,62.45,1.802431626,7.934103604,57.92,1.770262738,7.643297718,75.46,1.883434294,8.715503428,0.33,0.123851641,0.911043358,208.67,2.321536295,14.46271067,1.18,0.338456494,1.29614814,2.462306,0.539365448,1.721135091,44.4,1.657055853,6.700746227,1.9,0.462397998,1.549193338,0.8436,0.265666699,1.15913761
6,11,6.11,TD,T,D,D 114,33_06:486640,2,8,0.954242509,2.915475947,73,1.86923172,8.5732141,80,1.908485019,8.972179222,92.17,1.969276095,9.626525853,73.12,1.869935411,8.580209788,61.25,1.794139356,7.858116823,4.33,0.726727209,2.197726098,249.67,2.399102361,15.81676326,1.79,0.445604203,1.513274595,4.469093,0.737915308,2.229146249,25.7,1.426511261,5.118593557,1.93,0.46686762,1.558845727,0.49601,0.174934497,0.998003006
33,6,33.06,TD,T,D,D 114,33_06:486640,1,10,1.041392685,3.240370349,80,1.908485019,8.972179222,80,1.908485019,8.972179222,85.08,1.934902258,9.250945898,69.3,1.846955325,8.35463943,65.42,1.822298871,8.119113252,3.33,0.636487896,1.957038579,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4,1.093421685,3.449637662,2.04,0.482873584,1.593737745,0.23256,0.09080807,0.85589719
3,12,3.12,TD,T,D,D 115,25_01a:486597,2,10,1.041392685,3.240370349,80,1.908485019,8.972179222,85,1.934498451,9.246621004,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.33,0.80140371,2.414539294,258,2.413299764,16.07793519,1.35,0.371067862,1.360147051,3.483,0.651568739,1.995745475,24.2,1.401400541,4.969909456,1.98,0.474216264,1.574801575,0.47916,0.170015154,0.989525139
25,1,25.01,TD,T,D,D 115,25_01a:486597,1,7,0.903089987,2.738612788,80,1.908485019,8.972179222,85,1.934498451,9.246621004,90.49,1.961373628,9.538867857,100.98,2.008515008,10.07372821,89.77,1.957942335,9.501052573,3.33,0.636487896,1.957038579,164.83,2.219663101,12.8580714,1.91,0.463892989,1.55241747,3.148253,0.617865236,1.910040052,0.9,0.278753601,1.183215957,2.06,0.485721426,1.6,0.01854,0.007978089,0.720097216
16,11,16.11,TD,T,D,D 116,37_04:486657,2,9,1,3.082207001,80,1.908485019,8.972179222,80,1.908485019,8.972179222,112.39,2.054574755,10.62497059,NA,NA,NA,90.67,1.962227231,9.548298278,3.33,0.636487896,1.957038579,357.5,2.55448916,18.92088793,0.98,0.29666519,1.216552506,3.5035,0.653550167,2.000874809,49.9,1.706717782,7.09929574,1.85,0.45484486,1.532970972,0.92315,0.284013159,1.192958507
37,4,37.04,TD,T,D,D 116,37_04:486657,1,13,1.146128036,3.674234614,85,1.934498451,9.246621004,92,1.968482949,9.617692031,76.84,1.891202827,8.794316346,94.24,1.978819387,9.733447488,84.04,1.929623252,9.194563611,6.33,0.865103975,2.613426869,222.5,2.349277527,14.93318452,NA,NA,NA,NA,NA,NA,28.9,1.475671188,5.422176685,2.08,0.488550717,1.60623784,0.60112,0.204423882,1.049342651
15,10,15.1,TD,T,D,D 117,34_03:486642,2,14,1.176091259,3.807886553,80,1.908485019,8.972179222,85,1.934498451,9.246621004,113.13,2.057399817,10.65973733,103.08,2.017367284,10.177426,112.74,2.055913224,10.64142848,4.67,0.753583059,2.2737634,257.33,2.412174844,16.05708566,0.85,0.267171728,1.161895004,2.187305,0.503423624,1.639300156,39.6,1.608526034,6.33245608,1.99,0.475671188,1.577973384,0.78804,0.25237723,1.134918499
34,3,34.03,TD,T,D,D 117,34_03:486642,1,15,1.204119983,3.937003937,80,1.908485019,8.972179222,85,1.934498451,9.246621004,73.72,1.873436863,8.615103017,78.57,1.900749358,8.892131353,67.12,1.833274639,8.223138087,3,0.602059991,1.870828693,166,2.222716471,12.9034879,1.15,0.33243846,1.284523258,1.909,0.463743721,1.552095358,3.9,0.69019608,2.097617696,2.25,0.511883361,1.658312395,0.08775,0.036529092,0.766648551
11,8,11.08,TD,T,D,D 118,32_01:486633,2,13,1.146128036,3.674234614,92,1.968482949,9.617692031,92,1.968482949,9.617692031,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.33,0.522444234,1.682260384,231.5,2.366422957,15.23154621,0.94,0.28780173,1.2,2.1761,0.501894168,1.635878969,42.4,1.63748973,6.549809158,1.91,0.463892989,1.55241747,0.80984,0.257640182,1.144482416
32,1,32.01,TD,T,D,D 118,32_01:486633,1,12,1.113943352,3.535533906,85,1.934498451,9.246621004,85,1.934498451,9.246621004,57.72,1.768786047,7.630203143,40.74,1.620552445,6.421837743,50.44,1.71130096,7.137226352,1.67,0.426511261,1.473091986,188.33,2.277219435,13.74154285,1.92,0.465382851,1.555634919,3.615936,0.664259779,2.028776971,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,9,14.09,TD,T,D,D 119,32_04:486636,2,10,1.041392685,3.240370349,80,1.908485019,8.972179222,80,1.908485019,8.972179222,148.41,2.174379666,12.20286852,126.41,2.105203516,11.26543386,101.35,2.010087847,10.0920761,3.33,0.636487896,1.957038579,307.17,2.488790358,17.54052451,1.49,0.396199347,1.410673598,4.576833,0.74638764,2.25318286,20,1.322219295,4.527692569,2.78,0.5774918,1.811077028,0.556,0.192009593,1.027618606
32,4,32.04,TD,T,D,D 119,32_04:486636,1,8,0.954242509,2.915475947,85,1.934498451,9.246621004,85,1.934498451,9.246621004,102.38,2.014436528,10.14297787,93.86,1.97708312,9.713907556,82.72,1.92282922,9.122499657,4,0.698970004,2.121320344,226.83,2.35761091,15.07746663,1.38,0.376576957,1.37113092,3.130254,0.61597676,1.905322545,10.6,1.064457989,3.33166625,2.31,0.519827994,1.676305461,0.24486,0.095120512,0.863052721
22,7,22.07,TD,T,D,D 12,38_05:486665,2,14,1.176091259,3.807886553,92,1.968482949,9.617692031,92,1.968482949,9.617692031,123.71,2.095901279,11.14495402,120.23,2.083610105,10.98772042,113.07,2.057171442,10.65692263,5.33,0.80140371,2.414539294,257.33,2.412174844,16.05708566,1.46,0.390935107,1.4,3.757018,0.677334795,2.063254226,4.6,0.748188027,2.258317958,2.17,0.501059262,1.634013464,0.09982,0.041321613,0.774480471
38,5,38.05,TD,T,D,D 12,38_05:486665,1,13,1.146128036,3.674234614,85,1.934498451,9.246621004,85,1.934498451,9.246621004,71.41,1.859798547,8.479976415,72.58,1.866759783,8.548684109,80.23,1.909716453,8.984987479,2.67,0.564666064,1.780449381,261.67,2.419410474,16.19166452,1.45,0.389166084,1.396424004,3.794215,0.680717506,2.072248779,27.5,1.45484486,5.291502622,2.08,0.488550717,1.60623784,0.572,0.196452542,1.035374328
9,10,9.1,TD,T,D,D 13,42_06a:486685,2,9,1,3.082207001,85,1.934498451,9.246621004,92,1.968482949,9.617692031,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.33,0.636487896,1.957038579,103.67,2.019822224,10.20637056,1.09,0.320146286,1.260952021,1.130003,0.328380215,1.276715708,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,6,42.06,TD,T,D,D 13,42_06a:486685,1,11,1.079181246,3.391164992,92,1.968482949,9.617692031,92,1.968482949,9.617692031,52.99,1.732313327,7.313685801,73.68,1.873204309,8.6127812,67.34,1.834674974,8.236504113,3.33,0.636487896,1.957038579,122.5,2.091666958,11.09053651,1.53,0.403120521,1.424780685,1.87425,0.45852454,1.540860149,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,7,20.07,TD,T,D,D 14,37_03:486656,2,14,1.176091259,3.807886553,80,1.908485019,8.972179222,85,1.934498451,9.246621004,115.47,2.066214075,10.76893681,121.94,2.089693209,11.06526095,107.96,2.037267095,10.41441309,1.33,0.367355921,1.352774926,195.67,2.293738118,14.00607011,1.43,0.385606274,1.389244399,2.798081,0.579564223,1.816061948,9.9,1.037426498,3.224903099,2,0.477121255,1.58113883,0.198,0.078456818,0.835463943
37,3,37.03,TD,T,D,D 14,37_03:486656,1,8,0.954242509,2.915475947,80,1.908485019,8.972179222,80,1.908485019,8.972179222,81.33,1.915558115,9.045993588,93.56,1.975707464,9.698453485,74.47,1.87777435,8.658521814,2.67,0.564666064,1.780449381,233.33,2.369827893,15.29150091,1.41,0.382017043,1.382027496,3.289953,0.632452534,1.946780162,8.5,0.977723605,3,2.13,0.495544338,1.621727474,0.18105,0.072268284,0.825257536
10,11,10.11,TD,T,D,D 15,36_01:486649,2,11,1.079181246,3.391164992,80,1.908485019,8.972179222,85,1.934498451,9.246621004,103.74,2.02011257,10.20979921,110.33,2.046612209,10.52758282,96.84,1.990516444,9.866103588,3.67,0.669316881,2.042057786,240.33,2.382611313,15.5186984,0.93,0.285557309,1.195826074,2.235069,0.509883548,1.653804402,1.7,0.431363764,1.483239697,2.3,0.51851394,1.673320053,0.0391,0.016657345,0.734234295
36,1,36.01,TD,T,D,D 15,36_01:486649,1,10,1.041392685,3.240370349,80,1.908485019,8.972179222,80,1.908485019,8.972179222,47.44,1.685204134,6.923871749,43.47,1.648067129,6.63098786,38.56,1.597256283,6.249799997,2.33,0.522444234,1.682260384,163.83,2.217036259,12.81912634,1.79,0.445604203,1.513274595,2.932557,0.594675026,1.852716114,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,9,17.09,TD,T,D,D 16,30_02a:486623,2,13,1.146128036,3.674234614,80,1.908485019,8.972179222,80,1.908485019,8.972179222,103.74,2.02011257,10.20979921,103.98,2.021106568,10.22154587,98.6,1.998259338,9.954898292,2.33,0.522444234,1.682260384,265.17,2.425159105,16.29938649,0.78,0.250420002,1.13137085,2.068326,0.4869015,1.602599763,8.3,0.968482949,2.966479395,2.25,0.511883361,1.658312395,0.18675,0.07435924,0.828703807
30,2,30.02,TD,T,D,D 16,30_02a:486623,1,12,1.113943352,3.535533906,80,1.908485019,8.972179222,80,1.908485019,8.972179222,80.8,1.912753304,9.016651263,92.71,1.971785938,9.654532614,77.41,1.894371454,8.826664149,2.33,0.522444234,1.682260384,209.67,2.323602695,14.49724112,1.44,0.387389826,1.392838828,3.019248,0.604144804,1.875965885,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,11,7.11,TD,T,D,D 17,37_01:486655,2,11,1.079181246,3.391164992,80,1.908485019,8.972179222,80,1.908485019,8.972179222,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.33,0.522444234,1.682260384,248.17,2.396495752,15.76927392,1.02,0.305351369,1.232882801,2.531334,0.547938796,1.741072658,42.3,1.636487896,6.542170894,2.06,0.485721426,1.6,0.87138,0.272161984,1.171059349
37,1,37.01,TD,T,D,D 17,37_01:486655,1,10,1.041392685,3.240370349,80,1.908485019,8.972179222,80,1.908485019,8.972179222,64.05,1.813247301,8.034301463,81.14,1.914554699,9.035485598,65.7,1.824125834,8.136338243,2.33,0.522444234,1.682260384,262.33,2.420500339,16.21203257,1.61,0.416640507,1.452583905,4.223513,0.71796268,2.173364443,20.1,1.324282455,4.538722287,1.95,0.469822016,1.565247584,0.39195,0.143623635,0.944431046
18,10,18.1,TD,T,D,D 18,25_02:486598,2,10,1.041392685,3.240370349,85,1.934498451,9.246621004,85,1.934498451,9.246621004,88.16,1.95017006,9.415943925,85.01,1.934548948,9.247161727,65.18,1.820726763,8.104319836,1.67,0.426511261,1.473091986,226.5,2.356981401,15.06651917,1.11,0.324282455,1.268857754,2.51415,0.545820295,1.736130755,11.6,1.100370545,3.478505426,2.14,0.496929648,1.624807681,0.24824,0.096298095,0.86500867
25,2,25.02,TD,T,D,D 18,25_02:486598,1,14,1.176091259,3.807886553,80,1.908485019,8.972179222,80,1.908485019,8.972179222,107.07,2.033705151,10.37159583,95.1,1.982723388,9.777525249,97.05,1.991447598,9.876740353,1,0.301029996,1.224744871,148.67,2.175134759,12.2135171,1.635,0.42078062,1.46116392,2.4307545,0.535389642,1.711944654,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,7,9.07,TD,T,D,D 19,26_02:486603,2,13,1.146128036,3.674234614,85,1.934498451,9.246621004,85,1.934498451,9.246621004,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.602059991,1.870828693,238.67,2.379613676,15.46512205,1.29,0.359835482,1.337908816,3.078843,0.610536989,1.891783021,1.1,0.322219295,1.264911064,3.78,0.679427897,2.068816087,0.04158,0.017692632,0.735921191
26,2,26.02,TD,T,D,D 19,26_02:486603,1,13,1.146128036,3.674234614,80,1.908485019,8.972179222,80,1.908485019,8.972179222,89.96,1.958850452,9.51104621,92.12,1.969042967,9.623928512,75.95,1.886208624,8.743569065,2,0.477121255,1.58113883,153.5,2.188928484,12.40967365,1.23,0.348304863,1.315294644,1.88805,0.460604708,1.54533168,0.3,0.113943352,0.894427191,2.41,0.532754379,1.705872211,0.00723,0.003128653,0.712200814
18,7,18.07,TD,T,D,D 20,31_02:486628,2,13,1.146128036,3.674234614,80,1.908485019,8.972179222,85,1.934498451,9.246621004,108.05,2.03762567,10.41873313,96.48,1.988915521,9.847842403,98.24,1.996686756,9.93680029,2,0.477121255,1.58113883,257.17,2.411905775,16.05210267,1.03,0.307496038,1.236931688,2.648851,0.562156129,1.774500211,18.1,1.281033367,4.312771731,2.21,0.506505032,1.646207763,0.40001,0.146131138,0.948688568
31,2,31.02,TD,T,D,D 20,31_02:486628,1,14,1.176091259,3.807886553,80,1.908485019,8.972179222,85,1.934498451,9.246621004,102.06,2.013090138,10.12719112,98.83,1.999261071,9.966443699,92.2,1.969415912,9.628083922,1.33,0.367355921,1.352774926,146.67,2.169292275,12.13136431,1.34,0.369215857,1.356465997,1.965378,0.472080061,1.570152222,41.2,1.625312451,6.457553716,2.24,0.51054501,1.655294536,0.92288,0.283952182,1.192845338
15,9,15.09,TD,T,D,D 21,39_04:486669,2,8,0.954242509,2.915475947,85,1.934498451,9.246621004,92,1.968482949,9.617692031,140.49,2.150725747,11.873921,119.9,2.082426301,10.97269338,109.78,2.044461361,10.50142847,1,0.301029996,1.224744871,138.33,2.144044637,11.78261431,1.17,0.336459734,1.292284798,1.618461,0.41804611,1.455493387,0.3,0.113943352,0.894427191,2.51,0.545307116,1.734935157,0.00753,0.003257986,0.712411398
39,4,39.04,TD,T,D,D 21,39_04:486669,1,11,1.079181246,3.391164992,80,1.908485019,8.972179222,80,1.908485019,8.972179222,88.12,1.949975178,9.413819629,105.05,2.025510673,10.27375297,87.16,1.945271582,9.362691921,3.67,0.669316881,2.042057786,205.5,2.314920056,14.35270009,1.43,0.385606274,1.389244399,2.93865,0.59534739,1.854359728,5.9,0.838849091,2.529822128,2.47,0.540329475,1.723368794,0.14573,0.059082285,0.80357327
5,10,5.1,TD,T,D,D 22,25_04:486600,2,8,0.954242509,2.915475947,73,1.86923172,8.5732141,80,1.908485019,8.972179222,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.33,0.80140371,2.414539294,267.83,2.429477732,16.38078142,1.59,0.413299764,1.445683229,4.258497,0.72086163,2.181397946,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,4,25.04,TD,T,D,D 22,25_04:486600,1,9,1,3.082207001,80,1.908485019,8.972179222,85,1.934498451,9.246621004,115.84,2.067591548,10.78610217,109.77,2.044422156,10.50095234,88.11,1.949926444,9.41328848,2.67,0.564666064,1.780449381,192.5,2.286680969,13.89244399,1.62,0.418301291,1.456021978,3.1185,0.61473907,1.902235527,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,8,18.08,TD,T,D,D 23,42_02a:486682,2,8,0.954242509,2.915475947,73,1.86923172,8.5732141,80,1.908485019,8.972179222,154.07,2.190527787,12.43261839,133.07,2.127331609,11.55724881,95.87,1.9861893,9.816822296,2.33,0.522444234,1.682260384,235.83,2.374436715,15.37302833,1.01,0.303196057,1.228820573,2.381883,0.529158579,1.697610968,84.9,1.933993164,9.241212042,1.84,0.45331834,1.529705854,1.56216,0.408606247,1.436022284
42,2,42.02,TD,T,D,D 23,42_02a:486682,1,9,1,3.082207001,65,1.819543936,8.093207028,73,1.86923172,8.5732141,108.68,2.040127442,10.44892339,103.31,2.018325945,10.18871925,83.3,1.925827575,9.154233993,3,0.602059991,1.870828693,248.83,2.397644588,15.79018683,1.38,0.376576957,1.37113092,3.433854,0.646781388,1.983394565,56.2,1.757396029,7.529940239,2.12,0.494154594,1.618641406,1.19144,0.340729584,1.300553728
21,9,21.09,TD,T,D,D 24,33_05:486639,2,14,1.176091259,3.807886553,80,1.908485019,8.972179222,80,1.908485019,8.972179222,141.37,2.153418485,11.91091936,125.26,2.101265785,11.21427662,107.44,2.035189509,10.38941769,2.33,0.522444234,1.682260384,233.67,2.370457573,15.30261416,1.01,0.303196057,1.228820573,2.360067,0.526347937,1.691173261,38.1,1.592176757,6.212889827,2.36,0.526339277,1.691153453,0.89916,0.278561555,1.182860939
33,5,33.05,TD,T,D,D 24,33_05:486639,1,14,1.176091259,3.807886553,80,1.908485019,8.972179222,80,1.908485019,8.972179222,98.86,1.999391562,9.967948636,90.96,1.963598963,9.563472173,73.33,1.871164133,8.592438536,2.67,0.564666064,1.780449381,201.17,2.305716711,14.2010563,1.4,0.380211242,1.378404875,2.81638,0.581651611,1.821093078,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,7,12.07,TD,T,D,D 25,NA,2,3,0.602059991,1.870828693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,5,45.05,TD,T,D,D 25,NA,1,1,0.301029996,1.224744871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.56,1.942305753,9.330594836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,7,17.07,TD,T,D,D 26,29_04:486621,2,5,0.77815125,2.34520788,80,1.908485019,8.972179222,80,1.908485019,8.972179222,129.59,2.115909922,11.40570033,NA,NA,NA,96.58,1.989360814,9.852918349,3.67,0.669316881,2.042057786,209,2.322219295,14.47411483,1.45,0.389166084,1.396424004,3.0305,0.605358925,1.87896248,15.7,1.222716471,4.024922359,2.46,0.539076099,1.720465053,0.38622,0.14183216,0.941392585
29,4,29.04,TD,T,D,D 26,29_04:486621,1,13,1.146128036,3.674234614,85,1.934498451,9.246621004,85,1.934498451,9.246621004,118.89,2.07878296,10.92657311,114.98,2.064383104,10.74616211,111.81,2.052347599,10.59764125,3.67,0.669316881,2.042057786,190.17,2.28141974,13.80833082,1.64,0.421603927,1.462873884,3.118788,0.614769439,1.902311226,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,11,9.11,TD,T,D,D 27,46_03:486702,2,12,1.113943352,3.535533906,80,1.908485019,8.972179222,80,1.908485019,8.972179222,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.123851641,0.911043358,220.5,2.345373731,14.86606875,0.69,0.227886705,1.090871211,1.52145,0.401650361,1.421777057,37.1,1.580924976,6.131883887,1.88,0.459392488,1.542724862,0.69748,0.229804666,1.094294293
46,3,46.03,TD,T,D,D 27,46_03:486702,1,13,1.146128036,3.674234614,80,1.908485019,8.972179222,80,1.908485019,8.972179222,NA,NA,NA,105.46,2.027186462,10.29368739,87.27,1.945813127,9.368564458,0,0,0.707106781,154.17,2.19080776,12.43663942,0.8,0.255272505,1.140175425,1.23336,0.348958734,1.316571305,57.5,1.767155866,7.615773106,2.07,0.487138375,1.603121954,1.19025,0.340493689,1.30009615
19,10,19.1,TD,T,D,D 28,30_06:486626,2,5,0.77815125,2.34520788,73,1.86923172,8.5732141,80,1.908485019,8.972179222,101.73,2.011697288,10.11088522,97.33,1.992686039,9.890904913,94.99,1.982225992,9.771898485,1,0.301029996,1.224744871,195.33,2.292986667,13.99392725,0.97,0.294466226,1.212435565,1.894701,0.461603711,1.547482149,33,1.531478917,5.787918451,2.05,0.484299839,1.596871942,0.6765,0.224403558,1.084665847
30,6,30.06,TD,T,D,D 28,30_06:486626,1,11,1.079181246,3.391164992,80,1.908485019,8.972179222,80,1.908485019,8.972179222,53.17,1.733758836,7.325981163,60.22,1.786893325,7.792303896,52.12,1.725258066,7.253964433,2,0.477121255,1.58113883,162.5,2.213517757,12.76714533,1.26,0.354108439,1.326649916,2.0475,0.483943714,1.59608897,40.8,1.621176282,6.426507605,2.08,0.488550717,1.60623784,0.84864,0.266852346,1.161309606
18,11,18.11,TD,T,D,D 29,38_04:486664,2,10,1.041392685,3.240370349,92,1.968482949,9.617692031,92,1.968482949,9.617692031,98.09,1.996029828,9.92924972,95.18,1.983084773,9.781615409,92.7,1.971739591,9.654014709,1,0.301029996,1.224744871,158.5,2.202760687,12.60952021,0.69,0.227886705,1.090871211,1.09365,0.320904081,1.262398511,5.6,0.819543936,2.469817807,2.29,0.517195898,1.670329309,0.12824,0.052401493,0.792615922
38,4,38.04,TD,T,D,D 29,38_04:486664,1,9,1,3.082207001,92,1.968482949,9.617692031,92,1.968482949,9.617692031,84.79,1.933436668,9.235258524,77.43,1.894482215,8.827797007,67.4,1.835056102,8.24014563,2.67,0.564666064,1.780449381,239.67,2.381421958,15.49741914,1.34,0.369215857,1.356465997,3.211578,0.624444848,1.926545613,29.2,1.480006943,5.449770637,2.095,0.490660653,1.610900369,0.61174,0.207294984,1.054390819
26,12,26.12,TD,T,D,D 30,32_03a:486635,2,2,0.477121255,1.58113883,92,1.968482949,9.617692031,92,1.968482949,9.617692031,NA,NA,NA,NA,NA,NA,64.48,1.816108671,8.061017306,3.5,0.653212514,2,258.75,2.414555556,16.10124219,0.98,0.29666519,1.216552506,2.53575,0.54848155,1.74234038,11.5,1.096910013,3.464101615,1.93,0.46686762,1.558845727,0.22195,0.087053436,0.849676409
32,3,32.03,TD,T,D,D 30,32_03a:486635,1,4,0.698970004,2.121320344,92,1.968482949,9.617692031,92,1.968482949,9.617692031,89.13,1.954869371,9.467312185,80.06,1.908806599,8.975522269,91,1.963787827,9.565563235,3.33,0.636487896,1.957038579,141.33,2.153296449,11.90924011,1.73,0.436162647,1.493318452,2.445009,0.537190361,1.716102852,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,7,8.07,TD,T,D,D 31,31_03:486629,2,13,1.146128036,3.674234614,85,1.934498451,9.246621004,85,1.934498451,9.246621004,120.38,2.084147133,10.9945441,87.14,1.945173046,9.361623791,89.21,1.955254683,9.471536306,1.67,0.426511261,1.473091986,244.83,2.390634881,15.66301376,1.15,0.33243846,1.284523258,2.815545,0.58155658,1.820863806,71.9,1.862727528,8.508818954,1.97,0.472756449,1.571623365,1.41643,0.383174219,1.384351834
31,3,31.03,TD,T,D,D 31,31_03:486629,1,15,1.204119983,3.937003937,85,1.934498451,9.246621004,85,1.934498451,9.246621004,90.67,1.962227231,9.548298278,86.4,1.941511433,9.322016949,78.38,1.899711095,8.881441324,1,0.301029996,1.224744871,167.83,2.22744962,12.97420518,1.32,0.365487985,1.349073756,2.215356,0.507229064,1.647833729,11.8,1.10720997,3.507135583,2.29,0.517195898,1.670329309,0.27022,0.103878947,0.877621786
9,8,9.08,TD,T,D,D 32,31_04:486630,2,15,1.204119983,3.937003937,85,1.934498451,9.246621004,92,1.968482949,9.617692031,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.301029996,1.224744871,257.17,2.411905775,16.05210267,0.94,0.28780173,1.2,2.417398,0.533695561,1.708039227,6.6,0.880813592,2.664582519,2.32,0.521138084,1.679285562,0.15312,0.061874505,0.8081584
31,4,31.04,TD,T,D,D 32,31_04:486630,1,12,1.113943352,3.535533906,85,1.934498451,9.246621004,85,1.934498451,9.246621004,92.12,1.969042967,9.623928512,102.25,2.01389006,10.13656747,89.67,1.957463616,9.49578854,0.67,0.222716471,1.081665383,169.33,2.231291146,13.03188398,1.17,0.336459734,1.292284798,1.981161,0.474385431,1.57517015,15.5,1.217483944,4,2.37,0.527629901,1.694107435,0.36735,0.135879695,0.931316273
13,8,13.08,TD,T,D,D 33,28_04:486614,2,11,1.079181246,3.391164992,73,1.86923172,8.5732141,73,1.86923172,8.5732141,97.99,1.995591324,9.924212815,87.82,1.948510769,9.3978721,87.63,1.947580749,9.387757986,1,0.301029996,1.224744871,162.67,2.213969082,12.77380131,0.89,0.276461804,1.178982612,1.447763,0.388769366,1.3956228,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,4,28.04,TD,T,D,D 33,28_04:486614,1,12,1.113943352,3.535533906,73,1.86923172,8.5732141,73,1.86923172,8.5732141,80.28,1.909983695,8.987769467,68.1,1.839478047,8.282511696,64.07,1.813380807,8.03554603,0.33,0.123851641,0.911043358,132.67,2.126033948,11.53993068,1.28,0.357934847,1.334166406,1.698176,0.431070275,1.4826247,37.6,1.586587305,6.172519745,2.21,0.506505032,1.646207763,0.83096,0.262678857,1.153672397
26,8,26.08,TD,T,D,D 34,48_06:486715,2,13,1.146128036,3.674234614,92,1.968482949,9.617692031,92,1.968482949,9.617692031,86.2,1.940516485,9.311283478,76.25,1.887898488,8.760707734,82.29,1.920592862,9.098901033,2.33,0.522444234,1.682260384,228.33,2.360460871,15.12712795,1.34,0.369215857,1.356465997,3.059622,0.608485597,1.886696054,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,6,48.06,TD,T,D,D 34,48_06:486715,1,11,1.079181246,3.391164992,85,1.934498451,9.246621004,85,1.934498451,9.246621004,NA,NA,NA,98.65,1.998477303,9.957409302,80.85,1.913018684,9.019423485,2.67,0.564666064,1.780449381,206.67,2.317373763,14.39340127,1.44,0.387389826,1.392838828,2.976048,0.599451619,1.864416263,0.2,0.079181246,0.836660027,NA,NA,NA,NA,NA,NA
